馬匹編號,馬名,平均比標準時間
4,友瑩仁,-0.21
1,威武年代,0.04
10,最好玩,0.22
12,金運來,0.22
13,知恩圖報,0.25
9,幸運愉快,0.48
7,綫路福將,0.51
8,星辰千帥,0.53
11,隋我同來,0.54
2,開心五月,0.78
6,金獅大俠,1.06
3,鋁神,1.14
14,榮耀盛甲,1.9
