馬匹編號,馬名,平均比標準時間
13,喜慶寶,-0.72
9,穿甲戰鷹,0.09
12,金創福威,0.4
2,好評如潮,0.47
7,勇闖高峰,0.64
6,抱百嶺,0.66
3,丞匡掠影,0.7
5,富國兄弟,0.72
1,喜蓮勁感,0.98
14,莊家班,1.2
8,方圓星,1.32
10,財富非凡,1.36
