馬匹編號,馬名,平均比標準時間
8,一世美麗,-0.15
1,開心指數,-0.08
6,帥帥友福,0.41
2,寶進,0.51
11,暴風之子,0.51
7,星火燎原,0.54
5,價值傳承,0.54
9,傑出雷霆,0.56
4,三甲之星,0.6
13,魯班精神,0.99
12,賢者福星,1.03
14,快活英雄,1.26
10,蹺妙,1.41
3,勇冠群英,1.42
