馬匹編號,馬名,平均比標準時間
3,綫路英雄,-0.06
14,同喜,0.08
11,雷神太保,0.08
10,新力驕,0.12
5,天天友福,0.16
9,翠湖烈風,0.24
1,跨境駿馬,0.24
13,祥龍駒,0.26
6,金運齊來,0.4
8,燊輝之星,0.88
4,神異金剛,1.46
12,牛精豪情,1.51
2,領袖勁力,1.56
