馬匹編號,馬名,平均比標準時間
9,長峰小子,-0.02
4,哥倫布,0.19
10,勤德天下,0.26
5,年年友福,0.34
13,隼風雲,0.44
14,滿洛城,0.51
8,彭玥,0.57
1,鬥志波,0.59
11,平海之星,0.69
6,本領輝煌,0.7
12,榮耀掌星,0.72
7,捷威,0.94
3,八仟財陞,1.56
2,顏色的顏,1.62
