horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,佳登,4.4,4.4,0.0,4200806.25,4200806.25,0.0,1.6,1.6,0.0,10957035.89,10957035.89,0.0
2,傲然,102.0,102.0,0.0,181211.25,181211.25,0.0,21.0,21.0,0.0,834821.78,834821.78,0.0
3,知道穩勝,2.8,2.8,0.0,6601266.96,6601266.96,0.0,1.4,1.4,0.0,12522326.73,12522326.73,0.0
4,活力精神,30.0,30.0,0.0,616118.25,616118.25,0.0,6.2,6.2,0.0,2827622.17,2827622.17,0.0
5,都靈勇士,37.0,37.0,0.0,499555.34,499555.34,0.0,7.4,7.4,0.0,2369088.84,2369088.84,0.0
6,極速滿貫,43.0,43.0,0.0,429849.94,429849.94,0.0,10.0,10.0,0.0,1753125.74,1753125.74,0.0
7,北海盜,39.0,39.0,0.0,473937.12,473937.12,0.0,9.0,9.0,0.0,1947917.49,1947917.49,0.0
8,準希望,13.0,13.0,0.0,1421811.35,1421811.35,0.0,4.0,4.0,0.0,4382814.36,4382814.36,0.0
9,先到先得,7.8,7.8,0.0,2369685.58,2369685.58,0.0,2.1,2.1,0.0,8348217.82,8348217.82,0.0
10,耀昌勝世,23.0,23.0,0.0,803632.5,803632.5,0.0,5.3,5.3,0.0,3307784.42,3307784.42,0.0
11,至高心得,15.0,15.0,0.0,1232236.5,1232236.5,0.0,3.8,3.8,0.0,4613488.8,4613488.8,0.0
12,多利神駒,4.7,4.7,0.0,3932669.68,3932669.68,0.0,1.6,1.6,0.0,10957035.89,10957035.89,0.0
