horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
12,堅多福,3.9,8.6,-0.55,5003169.77,246167.62,4757002.15,1.5,3.3,-0.55,13209000.75,478460.0,12730540.75
6,爆出美麗,3.9,5.8,-0.33,5003169.77,365007.17,4638162.6,1.7,2.5,-0.32,11655000.66,631567.2,11023433.46
1,本領非凡,6.1,4.9,0.24,3198747.89,432049.3,2766698.59,2.0,1.6,0.25,9906750.56,986823.75,8919926.81
4,康昌之星,9.5,6.3,0.51,2053932.85,336038.35,1717894.5,2.6,2.6,0.0,7620577.36,607276.15,7013301.21
11,手到再來,13.0,44.0,-0.7,1500950.93,48114.58,1452836.35,4.0,10.0,-0.6,4953375.28,157891.8,4795483.48
8,八心之星,11.0,5.3,1.08,1773851.1,399441.81,1374409.29,3.5,1.6,1.19,5661000.32,986823.75,4674176.57
2,暴風之子,14.0,10.0,0.4,1393740.15,211704.16,1182035.99,4.0,3.3,0.21,4953375.28,478460.0,4474915.28
5,香港神駒,16.0,13.0,0.23,1219522.63,162849.35,1056673.28,4.7,4.0,0.18,4215638.54,394729.5,3820909.04
10,真叻仔,16.0,12.0,0.33,1219522.63,176420.13,1043102.5,4.4,3.7,0.19,4503068.44,426734.59,4076333.85
9,紅磚戰士,18.0,15.0,0.2,1084020.12,141136.1,942884.02,5.1,4.3,0.19,3885000.22,367190.23,3517809.99
7,兄弟再盈,95.0,50.0,0.9,205393.29,42340.83,163052.46,14.0,10.0,0.4,1415250.08,157891.8,1257358.28
3,飛躍星伴,142.0,63.0,1.25,137411.0,33603.83,103807.17,32.0,14.0,1.29,619171.91,112779.86,506392.05
