horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,踏雪尋梅,2.6,4.4,-0.41,9601694.91,326152.87,9275542.04,1.3,1.9,-0.32,16584377.83,537455.8,16046922.03
8,星辰千帥,3.7,4.0,-0.07,6747136.97,358768.16,6388368.81,1.4,1.5,-0.07,15399779.41,680777.35,14719002.06
3,日馳千里,8.3,5.8,0.43,3007759.85,247426.32,2760333.53,2.5,2.4,0.04,8623876.47,425485.84,8198390.63
1,維港激流,11.0,8.5,0.29,2269491.52,168832.08,2100659.44,2.4,2.0,0.2,8983204.66,510583.01,8472621.65
6,大才,12.0,11.0,0.09,2080367.23,130461.15,1949906.08,2.8,3.5,-0.2,7699889.71,291761.72,7408127.99
5,至合拍,14.0,14.0,0.0,1783171.91,102505.19,1680666.72,3.7,4.5,-0.18,5826943.56,226925.78,5600017.78
9,天下寵兒,14.0,13.0,0.08,1783171.91,110390.2,1672781.71,3.8,4.0,-0.05,5673602.94,255291.51,5418311.43
10,加州得力,18.0,10.0,0.8,1386911.49,143507.27,1243404.22,4.8,3.6,0.33,4491602.33,283657.23,4207945.1
12,幽默大師,24.0,17.0,0.41,1040183.62,84416.04,955767.58,6.4,4.3,0.49,3368701.75,237480.47,3131221.28
7,頑童,80.0,43.0,0.86,312055.08,33373.78,278681.3,15.0,9.3,0.61,1437312.74,109802.8,1327509.94
11,妙玲瓏,85.0,44.0,0.93,293698.9,32615.29,261083.61,18.0,9.3,0.94,1197760.62,109802.8,1087957.82
4,星威心得,126.0,48.0,1.62,198130.21,29897.35,168232.86,28.0,13.0,1.15,769988.97,78551.23,691437.74
