horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
5,星運少爵,3.5,5.5,-0.36,6442584.11,477595.05,5964989.06,1.5,1.9,-0.21,13319238.9,1023983.49,12295255.41
2,金發盛世,3.9,4.0,-0.03,5781806.25,656693.19,5125113.06,1.5,1.6,-0.06,13319238.9,1215980.39,12103258.51
7,可靠大師,5.8,8.9,-0.35,3887766.27,295143.01,3592623.26,2.2,3.0,-0.27,9081299.25,648522.87,8432776.38
6,比特星,6.3,4.1,0.54,3579213.39,640676.29,2938537.1,1.9,1.7,0.12,10515188.61,1144452.13,9370736.48
10,新力驕,8.4,7.4,0.14,2684410.04,354969.29,2329440.75,2.1,2.4,-0.12,9513742.07,810653.59,8703088.48
8,驕陽雄心,10.0,11.0,-0.09,2254904.44,238797.52,2016106.92,3.3,3.4,-0.03,6054199.5,572226.07,5481973.43
11,好多利高,27.0,36.0,-0.25,835149.79,72965.91,762183.88,6.6,8.7,-0.24,3027099.75,223628.58,2803471.17
1,開心孖寶,31.0,19.0,0.63,727388.53,138251.2,589137.33,6.7,5.0,0.34,2981919.16,389113.73,2592805.43
4,縱橫天下,44.0,26.0,0.69,512478.28,101029.72,411448.56,9.6,5.7,0.68,2081131.08,341327.83,1739803.25
12,跑得好快,59.0,36.0,0.64,382187.19,72965.91,309221.28,12.0,8.4,0.43,1664904.86,231615.31,1433289.55
9,怪獸波士,60.0,22.0,1.73,375817.41,119398.76,256418.65,11.0,5.3,1.08,1816259.85,367088.42,1449171.43
3,方圓星,153.0,55.0,1.78,147379.38,47759.5,99619.88,37.0,13.0,1.85,539969.14,149659.12,390310.02
