horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,馬力,4.9,4.9,0.0,378397.7,373003.88,5393.82,2.4,2.4,0.0,556620.28,556620.28,0.0
12,品德寶寶,5.4,5.4,0.0,343360.87,338466.49,4894.38,1.9,1.9,0.0,703099.3,703099.3,0.0
3,燭光晚餐,6.0,6.0,0.0,309024.79,304619.84,4404.95,2.3,2.3,0.0,580821.16,580821.16,0.0
2,年少多好,7.8,7.8,0.0,237711.38,234322.95,3388.43,2.8,2.8,0.0,477103.1,477103.1,0.0
8,飛龍在天,11.0,11.0,0.0,168558.98,166156.27,2402.71,3.1,3.1,0.0,430931.83,430931.83,0.0
7,高士威勁,12.0,12.0,0.0,154512.39,152309.92,2202.47,4.2,4.2,0.0,318068.73,318068.73,0.0
5,人和家興,14.0,14.0,0.0,132439.19,130551.36,1887.83,4.5,4.5,0.0,296864.15,296864.15,0.0
9,好吉利高,15.0,15.0,0.0,123609.91,121847.93,1761.98,4.9,4.9,0.0,272630.34,272630.34,0.0
10,友駿同心,15.0,15.0,0.0,123609.91,121847.93,1761.98,3.2,3.2,0.0,417465.21,417465.21,0.0
11,團結巴打,15.0,15.0,0.0,123609.91,121847.93,1761.98,3.9,3.9,0.0,342535.56,342535.56,0.0
4,紅逸舍,17.0,17.0,0.0,109067.57,107512.88,1554.69,4.7,4.7,0.0,284231.63,284231.63,0.0
6,價值傳承,23.0,23.0,0.0,80615.16,79466.04,1149.12,6.2,6.2,0.0,215465.92,215465.92,0.0
