horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,一起美麗,4.4,4.3,0.02,712909.5,253677.91,459231.59,2.3,2.1,0.1,1008934.83,349746.96,659187.87
8,加州活力,5.3,6.8,-0.22,591849.4,160413.97,431435.43,2.0,2.5,-0.2,1160275.05,293787.45,866487.6
2,一定掂,5.8,6.0,-0.03,540827.9,181802.5,359025.4,2.1,2.3,-0.09,1105023.86,319334.18,785689.68
7,凌登,8.0,8.7,-0.08,392100.22,125381.03,266719.19,2.8,2.9,-0.03,828767.89,253265.04,575502.85
5,瑪瑙,9.9,9.5,0.04,316848.67,114822.63,202026.04,2.3,3.0,-0.23,1008934.83,244822.87,764111.96
3,非凡豪傑,11.0,12.0,-0.08,285163.8,90901.25,194262.55,3.3,3.6,-0.08,703197.0,204019.06,499177.94
6,蓮冠皇,11.0,9.9,0.11,285163.8,110183.33,174980.47,3.5,3.2,0.09,663014.31,229521.45,433492.86
10,富國兄弟,12.0,12.0,0.0,261400.15,90901.25,170498.9,3.1,2.5,0.24,748564.55,293787.45,454777.1
12,心雄雄,14.0,12.0,0.17,224057.27,90901.25,133156.02,3.8,3.5,0.09,610671.08,209848.18,400822.9
9,三寶進財,30.0,25.0,0.2,104560.06,43632.6,60927.46,7.5,5.9,0.27,309406.68,124486.21,184920.47
4,丞匡掠影,44.0,31.0,0.42,71290.95,35187.58,36103.37,11.0,8.3,0.33,210959.1,88490.2,122468.9
11,熒光,61.0,45.0,0.36,51422.98,24240.33,27182.65,12.0,9.8,0.22,193379.17,74945.78,118433.39
