horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,粵港資駒,2.9,3.5,-0.17,647936.22,228677.98,419258.24,1.7,2.0,-0.15,721603.24,261933.79,459669.45
5,福星小子,5.1,5.0,0.02,368434.32,160074.59,208359.73,2.4,2.4,0.0,511135.62,218278.16,292857.46
4,飛馬座,6.9,7.3,-0.05,272321.02,109640.13,162680.89,2.3,2.6,-0.12,533358.91,201487.53,331871.38
1,乘數表,9.5,10.0,-0.05,197791.06,80037.29,117753.77,2.9,2.8,0.04,423008.79,187095.56,235913.23
9,怡昌光輝,13.0,12.0,0.08,144539.62,66697.74,77841.88,3.2,3.4,-0.06,383351.72,154078.7,229273.02
7,鈁糖武士,13.0,11.0,0.18,144539.62,72761.18,71778.44,3.5,3.3,0.06,350493.0,158747.75,191745.25
8,加州本事,16.0,14.0,0.14,117438.44,57169.49,60268.95,3.9,3.5,0.11,314545.0,149676.45,164868.55
6,好節拍,18.0,16.0,0.12,104389.72,50023.31,54366.41,3.7,3.2,0.16,331547.43,163708.62,167838.81
12,合夥飛馳,22.0,19.0,0.16,85409.77,42124.89,43284.88,4.6,4.6,0.0,266679.46,113884.26,152795.2
3,精彩福星,21.0,17.0,0.24,89476.91,47080.76,42396.15,4.9,4.6,0.07,250352.14,113884.26,136467.88
10,輕功猛男,21.0,16.0,0.31,89476.91,50023.31,39453.6,5.0,4.2,0.19,245345.1,124730.37,120614.73
11,鋼鐵安防,39.0,33.0,0.18,48179.87,24253.72,23926.15,6.9,7.9,-0.13,177786.3,66312.35,111473.95
