馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1400,570,06/04/2025,12,八駿福昇,10,10,1,58.02,59.14,-9.06,23.7,10.25,82.84,1.19,2 8 8 12,神馳,光年八十,膨才,鍾易禮,鍾易禮 (-2),3,123,120
ST,grass,好,1400,629,27/04/2025,13,八駿福昇,10,10,10,57.75,58.75,-9.45,24.19,10.74,82.94,1.29,10 9 12 13,大眾福星,美麗邂逅,哈羅威,奧爾民,鍾易禮 (-2),3,125,120
ST,grass,好,1400,707,25/05/2025,09,八駿福昇,10,10,9,56.93,58.05,-10.15,23.84,10.39,81.89,0.24,14 14 14 9,喜尊龍,綠野飛馳,南區之星,巴度,鍾易禮 (-2),3,121,120
ST,grass,好/快,1400,744,08/06/2025,12,八駿福昇,10,10,12,58.58,58.82,-9.38,24.14,10.69,82.96,1.31,2 2 2 12,巴閉仔,神馳,本領輝煌,鍾易禮,鍾易禮 (-2),3,114,120
ST,grass,好,1200,769,22/06/2025,02,八駿福昇,10,10,3,46.86,47.18,47.18,22.32,-47.03,69.5,0.15,4 4 2,魯班精神,八駿福昇,綫路光驊,鍾易禮,鍾易禮 (-2),4,133,120
ST,grass,好/快,1200,814,05/07/2025,01,八駿福昇,10,10,8,45.3,45.74,45.74,23.71,-45.64,69.45,0.1,5 5 1,八駿福昇,飛輪霸,高感,潘頓,鍾易禮 (-2),4,135,120
ST,grass,好,1400,094,12/10/2025,12,八駿福昇,10,10,8,57.23,57.67,-10.53,24.68,11.23,82.35,0.7,4 4 5 12,仁心星,勇冠群英,天福,蔡明紹,鍾易禮 (-2),3,121,120
ST,grass,好/快,1400,132,26/10/2025,10,八駿福昇,10,10,7,58.76,59.16,-9.04,23.16,9.71,82.32,0.67,6 6 6 10,喜尊龍,正極,嘉應奇兵,蔡明紹,鍾易禮 (-2),3,123,120
ST,grass,好/快,1200,206,23/11/2025,12,八駿福昇,10,10,3,46.54,47.1,47.1,22.75,-46.25,69.85,0.85,8 8 12,天賜喜,威利金箭,紫荊盛勢,杜苑欣,鍾易禮 (-2),3,121,120
ST,grass,好,1200,280,20/12/2025,02,八駿福昇,10,10,5,46.41,46.41,46.41,22.99,-46.01,69.4,0.4,1 1 2,錶之極光,八駿福昇,忠誠明駒,杜苑欣,鍾易禮 (-2),3,120,120
ST,grass,好,1200,323,04/01/2026,07,八駿福昇,10,10,7,46.44,46.92,46.92,22.87,-46.13,69.79,0.79,7 7 7,忠誠明駒,金創福威,閃耀天河,艾兆禮,鍾易禮 (-2),3,125,120
ST,grass,好/快,1200,361,18/01/2026,10,八駿福昇,10,10,2,45.91,46.63,46.63,22.99,-46.01,69.62,0.62,6 8 10,飛馬座,志滿同行,健康快車,蔡明紹,鍾易禮 (-2),3,124,120
