馬匹編號,馬名,平均比標準時間
4,黃金騎士,-0.06
7,好運年,0.18
5,爆出美麗,0.33
11,隼風雲,0.41
13,威力非凡,0.49
9,睿智多寶,0.62
1,穿甲金鷹,0.64
12,手到再來,0.77
6,捷威,0.78
2,繼往開來,0.83
10,真叻仔,1.0
3,八仟財陞,1.27
8,正將,1.35
14,連連好運,1.43
