馬匹編號,馬名,平均比標準時間
2,時時歡欣,-0.62
6,樂勝天下,-0.41
10,旺旺嘉駒,-0.3
5,錶之極光,-0.22
7,熾烈神駒,-0.15
4,駿步騰飛,0.05
12,偵探傳奇,0.19
8,晶晶日上,0.2
9,威利金箭,0.22
3,真心傳奇,0.85
1,喜至寶,0.94
11,駿馬之光,1.56
