馬匹編號,馬名,平均比標準時間
4,贏得自然,0.5
12,飛雲,0.54
2,常嚐發財,0.67
8,勁勇皇駒,0.73
1,天天耍樂,0.76
9,勇者無敵,0.95
11,環球英雄,0.98
6,金玉良言,1.23
10,摯友心得,1.41
3,領袖勁力,1.46
7,飛越晨曦,1.58
5,非凡勇士,1.63
