馬匹編號,馬名,完成時間
10,凱旋幸運,82.1
1,全神貫注,82.52
3,金鑽精靈,82.65
2,旋風傳奇,82.78
11,劍無情,83.07
12,領航傳祺,83.46
14,不假外求,83.47
13,工程小子,83.49
