馬匹編號,馬名,平均比標準時間
9,安都,-0.13
6,超勁赤兔,-0.09
5,泰力,-0.04
14,紫荊拼搏,0.12
12,雙星報喜,0.17
7,榮駿大道,0.28
4,天然數字,0.4
1,膨才,0.5
11,熒光,0.5
3,川河耀駒,0.52
8,紫辰之星,0.66
10,北斗福星,0.79
13,劍飛聲,1.88
