馬匹編號,馬名,平均比標準時間
3,綠野飛馳,-0.01
14,榮利雙收,0.09
12,金滙千帥,0.12
7,哈羅威,0.16
2,大眾福星,0.23
10,加州熱浪,0.27
11,馬馳登,0.3
6,巴閉仔,0.56
1,潮州精神,0.6
5,蓮冠皇,0.67
8,新力好,0.68
9,精彩動力,0.87
13,蹺妙,0.98
