horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,顏色之皇,9.9,9.9,0.0,3681689.92,3681689.92,0.0,2.7,2.7,0.0,10541612.58,10541612.58,0.0
2,信心星,14.0,14.0,0.0,2603480.73,2603480.73,0.0,4.5,4.5,0.0,6324967.55,6324967.55,0.0
3,華麗再勝,100.0,100.0,0.0,364487.3,364487.3,0.0,19.0,19.0,0.0,1498018.63,1498018.63,0.0
4,自強不息,59.0,59.0,0.0,617775.09,617775.09,0.0,12.0,12.0,0.0,2371862.83,2371862.83,0.0
5,翠紅,13.0,13.0,0.0,2803748.47,2803748.47,0.0,3.3,3.3,0.0,8624955.75,8624955.75,0.0
6,魔術控制,67.0,67.0,0.0,544010.9,544010.9,0.0,12.0,12.0,0.0,2371862.83,2371862.83,0.0
7,競駿輝煌,6.0,6.0,0.0,6074788.36,6074788.36,0.0,1.8,1.8,0.0,15812418.88,15812418.88,0.0
8,維港智能,137.0,137.0,0.0,266049.13,266049.13,0.0,20.0,20.0,0.0,1423117.7,1423117.7,0.0
9,扶搖勢勁,2.4,2.4,0.0,15186970.91,15186970.91,0.0,1.2,1.2,0.0,23718628.31,23718628.31,0.0
10,飲杯,69.0,69.0,0.0,528242.47,528242.47,0.0,15.0,15.0,0.0,1897490.26,1897490.26,0.0
11,閃耀天河,5.2,5.2,0.0,7009371.19,7009371.19,0.0,1.7,1.7,0.0,16742561.16,16742561.16,0.0
12,巴基之勝,7.5,7.5,0.0,4859830.69,4859830.69,0.0,2.1,2.1,0.0,13553501.89,13553501.89,0.0
