horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,確好勁,3.3,3.3,0.0,7984904.0,6354412.25,1630491.75,1.4,1.4,0.0,18284414.89,13026779.46,5257635.43
9,正義波,10.0,16.0,-0.38,2635018.32,1310597.53,1324420.79,3.5,5.2,-0.33,7313765.96,3507209.86,3806556.1
5,亨驥,6.5,7.3,-0.11,4053874.34,2872542.52,1181331.82,2.2,2.4,-0.08,11635536.75,7598954.69,4036582.06
3,川河帥駒,6.5,5.9,0.1,4053874.34,3554162.78,499711.56,2.1,1.9,0.11,12189609.93,9598679.61,2590930.32
11,心雄雄,11.0,11.0,0.0,2395471.2,1906323.67,489147.53,3.3,2.9,0.14,7757024.5,6288790.09,1468234.41
4,亞機拉,19.0,23.0,-0.17,1386851.75,911720.02,475131.73,5.6,6.0,-0.07,4571103.72,3039581.87,1531521.85
2,幸運風彩,17.0,18.0,-0.06,1550010.78,1164975.58,385035.2,4.6,4.8,-0.04,5564821.92,3799477.34,1765344.58
1,安泰,6.6,5.8,0.14,3992452.0,3615441.45,377010.55,2.2,2.0,0.1,11635536.75,9118745.62,2516791.13
6,名揚四海,77.0,82.0,-0.06,342210.17,255726.35,86483.82,21.0,23.0,-0.09,1218960.99,792934.4,426026.59
10,閃光燈,27.0,23.0,0.17,975932.71,911720.02,64212.69,6.5,5.8,0.12,3938181.67,3144395.04,793786.63
7,重情重義,17.0,14.0,0.21,1550010.78,1497825.74,52185.04,5.7,5.3,0.08,4490908.92,3441036.08,1049872.84
12,太子,17.0,14.0,0.21,1550010.78,1497825.74,52185.04,4.7,4.0,0.18,5446421.46,4559372.81,887048.65
