horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
9,順善寶,1.9,1.9,0.0,8905036.11,7439408.84,1465627.27,1.1,1.1,0.0,14316672.75,11042861.25,3273811.5
1,同有運,8.0,8.8,-0.09,2114946.07,1606236.0,508710.07,2.8,2.8,0.0,5624407.15,4338266.92,1286140.23
12,劍無情,8.7,9.5,-0.08,1944778.0,1487881.77,456896.23,2.3,2.3,0.0,6847104.36,5281368.42,1565735.94
8,迅意,10.0,10.0,0.0,1691956.86,1413487.68,278469.18,2.3,2.4,-0.04,6847104.36,5061311.41,1785792.95
10,怡昌奇兵,10.0,9.9,0.01,1691956.86,1427765.33,264191.53,2.9,2.9,0.0,5430462.08,4188671.51,1241790.57
6,鑽得勝,13.0,13.0,0.0,1301505.28,1087298.22,214207.06,3.4,3.5,-0.03,4631864.71,3470613.54,1161251.17
3,駟跑得,17.0,16.0,0.06,995268.74,883429.8,111838.94,4.6,4.5,0.02,3423552.18,2699366.08,724186.1
11,熊噹噹,22.0,21.0,0.05,769071.3,673089.37,95981.93,4.0,4.0,0.0,3937085.01,3036786.84,900298.17
2,心愛的,34.0,33.0,0.03,497634.37,428329.6,69304.77,8.8,8.8,0.0,1789584.09,1380357.66,409226.43
4,八里旺,49.0,47.0,0.04,345297.32,300742.06,44555.26,8.2,8.2,0.0,1920529.27,1481359.44,439169.83
5,雪茄福星,100.0,96.0,0.04,169195.69,147238.3,21957.39,20.0,20.0,0.0,787417.0,607357.37,180059.63
13,駿先生,102.0,98.0,0.04,165878.12,144233.44,21644.68,18.0,18.0,0.0,874907.78,674841.52,200066.26
7,本能,116.0,111.0,0.05,145858.35,127341.23,18517.12,20.0,21.0,-0.05,787417.0,578435.59,208981.41
14,鼓浪飛凡,161.0,153.0,0.05,105090.49,92384.82,12705.67,26.0,26.0,0.0,605705.39,467197.98,138507.41
