horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,特別美麗,3.8,4.5,-0.16,5488625.57,2585706.75,2902918.82,1.6,1.7,-0.06,11978644.73,6987712.15,4990932.58
5,金鑽精靈,4.8,5.3,-0.09,4345161.91,2195411.39,2149750.52,1.8,1.9,-0.05,10647684.21,6252163.5,4395520.71
6,志醒大將,6.4,5.0,0.28,3258871.43,2327136.08,931735.35,2.4,2.1,0.14,7985763.16,5656719.36,2329043.8
11,極速之子,13.0,16.0,-0.19,1604367.47,727230.02,877137.45,3.7,4.4,-0.16,5179954.48,2699797.87,2480156.61
10,金德義,11.0,11.0,0.0,1896070.65,1057789.12,838281.53,3.5,3.8,-0.08,5475951.88,3126081.75,2349870.13
13,同寶寶,21.0,45.0,-0.53,993179.86,258570.67,734609.19,6.3,11.0,-0.43,3042195.49,1079919.15,1962276.34
2,滿洛城,10.0,8.6,0.16,2085677.72,1352986.09,732691.63,3.5,3.0,0.17,5475951.88,3959703.55,1516248.33
3,鐵甲驌龍,12.0,10.0,0.2,1738064.76,1163568.04,574496.72,3.1,2.7,0.15,6182526.31,4399670.61,1782855.7
12,領航傳祺,22.0,24.0,-0.08,948035.32,484820.02,463215.3,6.4,6.0,0.07,2994661.18,1979851.77,1014809.41
9,威威父子,20.0,20.0,0.0,1042838.86,581784.02,461054.84,5.8,5.7,0.02,3304453.72,2084054.5,1220399.22
7,型到爆,18.0,15.0,0.2,1158709.84,775712.02,382997.82,4.5,4.1,0.1,4259073.68,2897344.06,1361729.62
14,不假外求,48.0,50.0,-0.04,434516.19,232713.61,201802.58,13.0,13.0,0.0,1474294.74,913777.74,560517.0
4,籐王駒,33.0,27.0,0.22,632023.55,430951.12,201072.43,8.5,7.3,0.16,2254803.71,1627275.43,627528.28
8,海洋帝君,175.0,135.0,0.3,119181.58,86190.23,32991.35,41.0,35.0,0.17,467459.31,339403.16,128056.15
