馬匹編號,馬名,平均比標準時間
7,花好月盈,-0.11
2,智勝攻略,0.67
9,最感,0.68
4,良駒好友,0.86
8,順成之星,1.17
12,有盈勇士,1.22
1,凱皇寶,1.27
11,飈誌,1.33
10,五福星,1.55
6,萬里鵬躍,1.58
5,頑童,2.41
