馬匹編號,馬名,完成時間
3,佳福駒,99.72
11,禾道威,100.08
1,翠兒威威,100.13
2,康昌之星,100.24
7,寶成智星,100.3
4,得意佳作,100.34
5,奮鬥輝煌,100.36
8,江南勇士,100.46
10,大力猴王,100.53
6,極速滿貫,100.98
