馬匹編號,馬名,平均比標準時間
5,盈妍威楓,0.26
11,泰泰精神,0.28
7,輕功猛男,0.3
10,好節拍,0.36
1,燭光晚餐,0.36
4,粵港資駒,0.41
8,團結勇士,0.47
9,八駿福昇,0.55
3,金牌活力,0.75
2,人和家興,0.78
6,鈁糖武士,0.78
12,金蘭兄弟,4.68
