馬匹編號,馬名,完成時間
6,開心三寶,99.12
3,電訊巴打,99.44
11,爆得美麗,99.62
12,凡凡有餘,99.76
2,納百川,100.13
7,一定掂,100.43
1,瑪瑙,100.5
9,超勝無敵,100.68
