馬匹編號,馬名,平均比標準時間
6,好精神,0.2
11,八里旺,0.26
7,友得盈,0.28
2,當家精彩,0.28
1,魅力寶駒,0.48
8,彩虹七色,0.49
5,銀刺勇士,0.5
3,決一劍,0.69
9,嘉應勇士,0.99
12,綫路達飛,1.0
10,金風萬里,1.04
4,致力之城,1.1
