馬匹編號,馬名,完成時間
7,花好月盈,70.05
4,良駒好友,70.09
10,五福星,70.42
2,智勝攻略,70.58
11,飈誌,70.61
8,順成之星,70.62
12,有盈勇士,70.82
6,萬里鵬躍,71.48
