馬匹編號,馬名,完成時間
6,加州本事,69.49
10,安泰,69.59
7,太子,69.6
8,沙井之友,69.64
9,勇霸龍,69.74
5,天外迎天,69.87
4,傑出漢子,70.06
11,快搏,70.1
2,紅逸舍,70.16
1,凱旋升,70.24
