馬匹編號,馬名,平均比標準時間
1,翠兒威威,-0.15
11,禾道威,-0.14
3,佳福駒,0.17
5,奮鬥輝煌,0.17
2,康昌之星,0.22
7,寶成智星,0.27
8,江南勇士,0.36
4,得意佳作,0.61
10,大力猴王,0.64
9,午夜快車,0.69
6,極速滿貫,0.88
12,鑽得勝,1.32
