馬匹編號,馬名,平均比標準時間
10,太行美景,-0.26
3,皇金合,0.16
12,快馬加鞭,0.39
1,鄉村樂韻,0.46
11,東方魅影,0.49
5,輕鬆大少,0.5
9,幸運傳承,0.58
6,美神來,0.62
7,富貴駒,0.82
2,天比高,0.83
8,讓愛高飛,2.04
