horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,風采人生,2.7,2.7,0.0,7612347.42,5527515.28,2084832.14,1.4,1.5,-0.07,12954095.2,8787914.3,4166180.9
4,財將,5.2,5.1,0.02,3952565.0,2926331.62,1026233.38,1.9,1.8,0.06,9545122.78,7323261.92,2221860.86
3,美麗登場,6.4,6.3,0.02,3211459.07,2368935.12,842523.95,2.3,2.2,0.05,7885101.42,5991759.75,1893341.67
1,巴閉王,7.1,7.2,-0.01,2894836.34,2072818.23,822018.11,2.1,2.1,0.0,8636063.46,6277081.64,2358981.82
12,萬眾開心,10.0,11.0,-0.09,2055333.8,1356753.75,698580.05,2.9,2.8,0.04,6253701.13,4707811.23,1545889.9
10,佳佳友,12.0,12.0,0.0,1712778.17,1243690.94,469087.23,3.4,3.5,-0.03,5334039.2,3766248.99,1567790.21
2,凝聚美麗,13.0,13.0,0.0,1581026.0,1148022.4,433003.6,3.3,3.4,-0.03,5495676.75,3877021.01,1618655.74
11,友得盈,16.0,16.0,0.0,1284583.63,932768.2,351815.43,3.7,3.7,0.0,4901549.53,3562667.96,1338881.57
7,喜樂之星,45.0,45.0,0.0,456740.85,331650.92,125089.93,6.8,6.8,0.0,2667019.6,1938510.51,728509.09
6,精算奕然,53.0,51.0,0.04,387798.83,292633.16,95165.67,11.0,10.0,0.1,1648703.02,1318187.15,330515.87
5,領袖勁力,165.0,159.0,0.04,124565.68,93863.47,30702.21,25.0,26.0,-0.04,725429.33,506995.06,218434.27
9,怪獸波士,184.0,177.0,0.04,111702.92,84318.03,27384.89,29.0,27.0,0.07,625370.11,488217.46,137152.65
