horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,爆出美麗,3.8,3.8,0.0,5891815.01,5891815.01,0.0,1.5,1.5,0.0,11389915.35,11389915.35,0.0
2,澳嘉輝,173.0,173.0,0.0,129415.59,129415.59,0.0,30.0,30.0,0.0,569495.77,569495.77,0.0
3,赤風驪,5.5,5.5,0.0,4070708.55,4070708.55,0.0,2.1,2.1,0.0,8135653.82,8135653.82,0.0
4,唯美主義,29.0,29.0,0.0,772030.93,772030.93,0.0,4.7,4.7,0.0,3635079.37,3635079.37,0.0
5,康昌之星,13.0,13.0,0.0,1722222.85,1722222.85,0.0,3.3,3.3,0.0,5177234.25,5177234.25,0.0
6,佳福駒,35.0,35.0,0.0,639682.77,639682.77,0.0,6.2,6.2,0.0,2755624.68,2755624.68,0.0
7,上浦福旺,10.0,10.0,0.0,2238889.7,2238889.7,0.0,2.9,2.9,0.0,5891335.53,5891335.53,0.0
8,金駿星,86.0,86.0,0.0,260336.01,260336.01,0.0,16.0,16.0,0.0,1067804.56,1067804.56,0.0
9,準希望,19.0,19.0,0.0,1178363.0,1178363.0,0.0,3.7,3.7,0.0,4617533.25,4617533.25,0.0
10,耀昌勝世,7.2,7.2,0.0,3109569.03,3109569.03,0.0,2.3,2.3,0.0,7428205.66,7428205.66,0.0
11,佰勝金龍,139.0,139.0,0.0,161071.2,161071.2,0.0,24.0,24.0,0.0,711869.71,711869.71,0.0
12,隨緣得勝,3.1,3.1,0.0,7222224.85,7222224.85,0.0,1.4,1.4,0.0,12203480.73,12203480.73,0.0
