horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,榮利雙收,6.3,6.3,0.0,3421484.26,3421484.26,0.0,2.3,2.3,0.0,8872326.2,8872326.2,0.0
2,勁進駒,3.9,3.9,0.0,5527013.04,5527013.04,0.0,1.6,1.6,0.0,12753968.91,12753968.91,0.0
3,揀馬之皇,112.0,112.0,0.0,192458.49,192458.49,0.0,11.0,11.0,0.0,1855122.75,1855122.75,0.0
4,新力飆,98.0,98.0,0.0,219952.56,219952.56,0.0,20.0,20.0,0.0,1020317.51,1020317.51,0.0
5,奮鬥輝煌,10.0,10.0,0.0,2155535.08,2155535.08,0.0,3.0,3.0,0.0,6802116.75,6802116.75,0.0
6,一風雲,181.0,181.0,0.0,119090.34,119090.34,0.0,37.0,37.0,0.0,551522.98,551522.98,0.0
7,喜馬,3.9,3.9,0.0,5527013.04,5527013.04,0.0,1.6,1.6,0.0,12753968.91,12753968.91,0.0
8,頌星,10.0,10.0,0.0,2155535.08,2155535.08,0.0,2.5,2.5,0.0,8162540.1,8162540.1,0.0
9,寫我其誰,172.0,172.0,0.0,125321.81,125321.81,0.0,30.0,30.0,0.0,680211.67,680211.67,0.0
10,大數據,21.0,21.0,0.0,1026445.28,1026445.28,0.0,4.5,4.5,0.0,4534744.5,4534744.5,0.0
11,真叻仔,6.3,6.3,0.0,3421484.26,3421484.26,0.0,2.0,2.0,0.0,10203175.12,10203175.12,0.0
12,明亮光輝,8.3,8.3,0.0,2597030.22,2597030.22,0.0,2.8,2.8,0.0,7287982.23,7287982.23,0.0
