horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,三軍勇將,2.9,2.9,0.0,10686799.09,10407309.28,279489.81,1.3,1.3,0.0,19014358.85,18320634.75,693724.1
1,俏眼光,3.4,3.4,0.0,9115210.99,8876822.62,238388.37,1.5,1.5,0.0,16479111.0,15877883.45,601227.55
6,東來欣賞,17.0,18.0,-0.06,1823042.2,1676733.16,146309.04,4.0,4.0,0.0,6179666.62,5954206.29,225460.33
12,喵喵怪,8.0,7.9,0.01,3873964.67,3820404.67,53560.0,2.4,2.4,0.0,10299444.38,9923677.16,375767.22
3,赤海,8.9,8.8,0.01,3482215.43,3429681.47,52533.96,2.4,2.4,0.0,10299444.38,9923677.16,375767.22
10,佛亮老撾,6.3,6.2,0.02,4919320.21,4867934.99,51385.22,1.8,1.8,0.0,13732592.5,13231569.54,501022.96
2,人和家興,31.0,31.0,0.0,999732.82,973587.0,26145.82,6.0,6.0,0.0,4119777.75,3969470.86,150306.89
11,盈妍威楓,62.0,61.0,0.02,499866.41,494773.72,5092.69,12.0,12.0,0.0,2059888.87,1984735.43,75153.44
8,威力飛騰,88.0,86.0,0.02,352178.61,350944.15,1234.46,18.0,18.0,0.0,1373259.25,1323156.95,50102.3
9,星火燎原,145.0,142.0,0.02,213735.98,212543.64,1192.34,30.0,30.0,0.0,823955.55,793894.17,30061.38
5,時尚風趣,136.0,133.0,0.02,227880.27,226926.29,953.98,27.0,27.0,0.0,915506.17,882104.64,33401.53
7,撼天鐵翼,20.0,19.0,0.05,1549585.87,1588484.05,-38898.18,4.3,4.3,0.0,5748527.09,5538796.55,209730.54
