horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,翠兒威威,7.7,9.0,-0.14,1379619.54,1066461.37,313158.17,1.8,1.9,-0.05,4130396.42,3379885.62,750510.8
2,滿心星,1.7,1.6,0.06,6248864.96,5998845.19,250019.77,1.4,1.2,0.17,5310509.68,5351485.56,-40975.88
1,銀亮奔騰,6.1,6.4,-0.05,1741486.95,1499711.3,241775.65,1.5,1.6,-0.06,4956475.7,4013614.17,942861.53
9,紫辰之星,13.0,14.0,-0.07,817159.26,685582.31,131576.95,3.0,3.1,-0.03,2478237.85,2071542.8,406695.05
5,爆笑,12.0,12.0,0.0,885255.87,799846.02,85409.85,2.7,2.9,-0.07,2753597.61,2214407.82,539189.79
6,勁好運,26.0,28.0,-0.07,408579.63,342791.15,65788.48,4.8,4.9,-0.02,1548898.66,1310567.89,238330.77
10,雙星報喜,29.0,30.0,-0.03,366312.77,319938.41,46374.36,5.7,5.5,0.04,1304335.71,1167596.85,136738.86
4,優才,37.0,38.0,-0.03,287110.01,252582.96,34527.05,6.3,7.7,-0.18,1180113.26,833997.75,346115.51
7,浪漫鬥士,19.0,18.0,0.06,559108.97,533230.68,25878.29,4.5,4.3,0.05,1652158.57,1493437.83,158720.74
12,凱明神駒,50.0,51.0,-0.02,212461.41,188199.06,24262.35,8.9,9.4,-0.05,835361.07,683168.37,152192.7
11,妙算強人,61.0,64.0,-0.05,174148.7,149971.13,24177.57,11.0,10.0,0.1,675883.05,642178.27,33704.78
3,天然數字,61.0,63.0,-0.03,174148.7,152351.62,21797.08,12.0,12.0,0.0,619559.46,535148.56,84410.9
