日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2025-11-23,ST,grass,好,1400,199,06,開心老闆,3,2,12,57.72,58.6,0.0,23.39,-0.01,81.99,-0.01,9 13 11 6,一世美麗,文明福星,千杯不醉,周俊樂,霍宏聲,4,126,133
2025-12-27,ST,grass,好,1400,298,01,開心老闆,3,2,3,58.16,58.64,0.04,23.45,0.05,82.09,0.09,5 7 6 1,開心老闆,久久為軍,友瑩亮,霍宏聲,霍宏聲,4,127,133
2026-02-01,ST,grass,好,1400,402,05,開心老闆,3,2,7,58.01,58.77,0.17,23.25,-0.15,82.02,0.02,8 9 11 5,金滙千帥,綫路萬里,嵐臣,霍宏聲,霍宏聲,4,133,133
