horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,綠野飛馳,2.8,2.8,0.0,9080394.91,9080394.91,0.0,1.4,1.4,0.0,18108247.93,18105732.86,2515.07
3,嘉應奇兵,5.5,5.5,0.0,4622746.5,4622746.5,0.0,1.6,1.6,0.0,15844716.94,15842516.25,2200.69
5,手機錶勁,3.9,3.9,0.0,6519257.88,6519257.88,0.0,1.6,1.6,0.0,15844716.94,15842516.25,2200.69
10,官金騏,5.6,5.6,0.0,4540197.46,4540197.46,0.0,1.6,1.6,0.0,15844716.94,15842516.25,2200.69
7,千杯不醉,11.0,11.0,0.0,2311373.25,2311373.25,0.0,3.0,3.0,0.0,8450515.7,8449342.0,1173.7
9,新力好,16.0,16.0,0.0,1589069.11,1589069.11,0.0,3.8,3.8,0.0,6671459.76,6670533.16,926.6
1,南區之星,22.0,22.0,0.0,1155686.62,1155686.62,0.0,4.9,4.9,0.0,5173785.12,5173066.53,718.59
8,正極,53.0,53.0,0.0,479718.98,479718.98,0.0,9.3,9.3,0.0,2725972.81,2725594.19,378.62
6,小磁怪,70.0,70.0,0.0,363215.8,363215.8,0.0,19.0,19.0,0.0,1334291.95,1334106.63,185.32
11,星火燎原,146.0,146.0,0.0,174144.56,174144.56,0.0,30.0,30.0,0.0,845051.57,844934.2,117.37
4,有備而戰,152.0,152.0,0.0,167270.43,167270.43,0.0,31.0,31.0,0.0,817791.84,817678.26,113.58
12,抱百嶺,233.0,233.0,0.0,109120.63,109120.63,0.0,48.0,48.0,0.0,528157.23,528083.87,73.36
