horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
11,飛來霸,3.5,6.2,-0.44,6195848.29,2047747.14,4148101.15,1.6,1.8,-0.11,13379475.66,7132097.04,6247378.62
1,日出東方,3.3,3.4,-0.03,6571354.25,3734127.13,2837227.12,1.3,1.4,-0.07,16467046.96,9169839.05,7297207.91
6,馬運高,6.5,6.3,0.03,3336226.0,2015243.21,1320982.79,2.4,2.5,-0.04,8919650.44,5135109.87,3784540.57
2,飛輪霸,8.2,7.3,0.12,2644569.39,1739182.5,905386.89,2.4,2.2,0.09,8919650.44,5835352.12,3084298.32
7,支付之父,16.0,13.0,0.23,1355341.81,976617.87,378723.94,5.0,4.8,0.04,4281432.21,2674536.39,1606895.82
14,喜行,31.0,36.0,-0.14,699531.26,352667.56,346863.7,5.5,7.2,-0.24,3892211.1,1783024.26,2109186.84
10,精彩勇將,9.9,6.8,0.46,2190451.42,1867063.57,323387.85,2.7,2.3,0.17,7928578.17,5581641.16,2346937.01
3,展雄威,21.0,16.0,0.31,1032641.38,793502.02,239139.36,4.7,4.9,-0.04,4554715.12,2619954.02,1934761.1
4,勝萬金,22.0,16.0,0.38,985703.14,793502.02,192201.12,6.7,5.4,0.24,3195098.66,2377365.68,817732.98
9,步步合拍,57.0,53.0,0.08,380446.82,239547.78,140899.04,10.0,15.0,-0.33,2140716.1,855851.64,1284864.46
13,英雄豪邁,31.0,20.0,0.55,699531.26,634801.61,64729.65,6.8,5.7,0.19,3148111.92,2252241.17,895870.75
8,一舖掂晒,69.0,45.0,0.53,314282.16,282134.05,32148.11,18.0,15.0,0.2,1189286.72,855851.64,333435.08
5,電子騰飛,200.0,166.0,0.2,108427.35,76482.12,31945.23,34.0,35.0,-0.03,629622.38,366793.56,262828.82
12,摘星聲升,280.0,176.0,0.59,77448.1,72136.55,5311.55,57.0,40.0,0.42,375564.23,320944.37,54619.86
