horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,穿甲戰鷹,2.8,2.7,0.04,7983879.16,6467471.08,1516408.08,1.3,1.3,0.0,14583922.9,10010163.52,4573759.38
10,起舞奜奜,4.0,4.2,-0.05,5588715.41,4157659.98,1431055.43,1.4,1.5,-0.07,13542214.12,8675475.05,4866739.07
7,常嚐發財,7.1,8.3,-0.14,3148572.06,2103876.14,1044695.92,2.3,2.4,-0.04,8243086.86,5422171.91,2820914.95
3,日馳千里,7.6,9.0,-0.16,2941429.16,1940241.32,1001187.84,2.2,2.4,-0.08,8617772.62,5422171.91,3195600.71
9,顯勝高昇,11.0,13.0,-0.15,2032260.15,1343243.99,689016.16,3.2,3.7,-0.14,5924718.68,3517084.48,2407634.2
12,勇者無敵,13.0,12.0,0.08,1719604.74,1455180.99,264423.75,3.4,3.2,0.06,5576205.82,4066628.93,1509576.89
8,光年程祥,18.0,14.0,0.29,1241936.76,1247297.99,-5361.23,4.3,3.7,0.16,4409092.97,3517084.48,892008.49
11,活得健康,240.0,170.0,0.41,93145.26,102718.66,-9573.4,41.0,31.0,0.32,462417.07,419781.05,42636.02
2,愛國者,182.0,125.0,0.46,122828.91,139697.38,-16868.47,34.0,26.0,0.31,557620.58,500508.18,57112.4
6,廚神,168.0,114.0,0.47,133064.65,153176.95,-20112.3,36.0,27.0,0.33,526641.66,481970.84,44670.82
5,觀眾之力,13.0,10.0,0.3,1719604.74,1746217.19,-26612.45,3.9,3.4,0.15,4861307.63,3827415.46,1033892.17
4,快搏,42.0,30.0,0.4,532258.61,582072.4,-49813.79,7.5,6.3,0.19,2527879.97,2065589.3,462290.67
