horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
10,有情有義,3.8,3.9,-0.03,3027897.63,2656093.42,371804.21,1.5,1.4,0.07,7843163.35,7520903.89,322259.46
7,馬上盈,4.5,4.4,0.02,2556891.33,2354264.62,202626.71,1.7,1.7,0.0,6920438.25,6193685.56,726752.69
9,桃花俊,20.0,26.0,-0.23,575300.55,398414.01,176886.54,6.6,6.9,-0.04,1782537.12,1525980.5,256556.62
13,文武全能,7.1,7.0,0.01,1620564.93,1479823.48,140741.45,2.1,2.2,-0.05,5602259.54,4786029.75,816229.79
8,遨遊波士,10.0,10.0,0.0,1150601.1,1035876.44,114724.66,3.7,3.6,0.03,3179660.82,2924795.96,254864.86
11,洪才,9.4,9.3,0.01,1224043.72,1113845.63,110198.09,3.0,2.9,0.03,3921581.67,3630781.19,290800.48
2,超拍檔,12.0,12.0,0.0,958834.25,863230.36,95603.89,4.6,4.4,0.05,2557553.27,2393014.87,164538.4
4,共創歡欣,22.0,24.0,-0.08,523000.5,431615.18,91385.32,3.4,3.5,-0.03,3460219.12,3008361.56,451857.56
12,超智多寶,56.0,59.0,-0.05,205464.48,175572.28,29892.2,12.0,13.0,-0.08,980395.42,809943.5,170451.92
1,輕功猛男,13.0,12.0,0.08,885077.77,863230.36,21847.41,4.9,4.8,0.02,2400968.37,2193596.97,207371.4
3,鬥志波,11.0,10.0,0.1,1046001.0,1035876.44,10124.56,3.7,3.7,0.0,3179660.82,2845747.42,333913.4
14,競駿傳奇,88.0,83.0,0.06,130750.12,124804.39,5945.73,27.0,25.0,0.08,435731.3,421170.62,14560.68
6,爽飆王子,84.0,79.0,0.06,136976.32,131123.6,5852.72,25.0,23.0,0.09,470589.8,457794.15,12795.65
5,北極之錶,124.0,117.0,0.06,92790.41,88536.45,4253.96,34.0,31.0,0.1,346021.91,339653.72,6368.19
