horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
11,超開心,2.3,3.5,-0.34,8941079.54,3171656.16,5769423.38,1.1,1.5,-0.27,17127644.25,6015927.5,11111716.75
9,君達得,4.4,4.0,0.1,4673746.12,2775199.14,1898546.98,1.7,1.7,0.0,11082593.34,5308171.32,5774422.02
3,睿智多寶,5.9,4.7,0.26,3485505.58,2361871.61,1123633.97,1.8,1.5,0.2,10466893.71,6015927.5,4450966.21
5,勤德天下,13.0,12.0,0.08,1581883.3,925066.38,656816.92,2.5,2.8,-0.11,7536163.47,3222818.3,4313345.17
6,瑞祺威楓,13.0,12.0,0.08,1581883.3,925066.38,656816.92,2.8,3.3,-0.15,6728717.38,2734512.5,3994204.88
12,頌星,26.0,30.0,-0.13,790941.65,370026.55,420915.1,5.6,6.2,-0.1,3364358.69,1455466.33,1908892.36
10,萬事勝利,10.0,6.6,0.52,2056448.3,1681938.88,374509.42,3.5,2.4,0.46,5382973.91,3759954.69,1623019.22
14,江南勇士,23.0,17.0,0.35,894107.95,652988.03,241119.92,5.7,4.5,0.27,3305334.86,2005309.17,1300025.69
13,挺秀弘利,45.0,44.0,0.02,456988.51,252290.83,204697.68,9.5,9.7,-0.02,1983200.91,930298.07,1052902.84
7,鴻圖大展,136.0,87.0,0.56,151209.43,127595.36,23614.07,28.0,17.0,0.65,672871.74,530817.13,142054.61
2,家傳之寶,149.0,94.0,0.59,138016.66,118093.58,19923.08,31.0,19.0,0.63,607755.12,474941.64,132813.48
4,風捲殘雲,166.0,106.0,0.57,123882.43,104724.5,19157.93,33.0,22.0,0.5,570921.47,410176.88,160744.59
1,熒光,211.0,127.0,0.66,97462.0,87407.85,10054.15,50.0,30.0,0.67,376808.17,300796.37,76011.8
8,飛躍星伴,284.0,175.0,0.62,72410.15,63433.12,8977.03,55.0,33.0,0.67,342552.88,273451.25,69101.63
