horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,友瑩亮,2.4,2.5,-0.04,10746493.31,9104355.15,1642138.16,1.3,1.5,-0.13,15995082.23,10919204.45,5075877.78
8,超輕鬆,10.0,11.0,-0.09,2579158.4,2069171.62,509986.78,2.5,2.6,-0.04,8317442.76,6299541.03,2017901.73
7,開心三寶,8.9,9.3,-0.04,2897930.78,2447407.3,450523.48,2.4,2.5,-0.04,8664002.88,6551522.67,2112480.21
1,首飾天空,4.8,4.6,0.04,5373246.66,4948019.1,425227.56,1.8,1.6,0.12,11552003.83,10236754.17,1315249.66
3,大眾福星,4.9,4.6,0.07,5263588.56,4948019.1,315569.46,1.5,1.4,0.07,13862404.6,11699147.62,2163256.98
9,臻至辰,17.0,17.0,0.0,1517152.0,1338875.76,178276.24,3.4,3.3,0.03,6115766.74,4963274.75,1152491.99
10,星願無限,24.0,24.0,0.0,1074649.33,948370.33,126279.0,4.5,4.8,-0.06,4620801.53,3412251.39,1208550.14
12,手到齊來,35.0,32.0,0.09,736902.4,711277.75,25624.65,6.8,6.6,0.03,3057883.37,2481637.38,576245.99
2,魅力奔騰,102.0,97.0,0.05,252858.67,234648.33,18210.34,20.0,19.0,0.05,1039680.35,862042.46,177637.89
6,奇異果,81.0,73.0,0.11,318414.62,311792.98,6621.64,16.0,14.0,0.14,1299600.43,1169914.76,129685.67
11,和光同塵,93.0,84.0,0.11,277328.86,270962.95,6365.91,18.0,16.0,0.12,1155200.38,1023675.42,131524.96
5,黃金大亨,44.0,39.0,0.13,586172.36,583612.51,2559.85,15.0,14.0,0.07,1386240.46,1169914.76,216325.7
