horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,領創動力,5.1,5.1,0.0,847608.24,847608.24,0.0,2.0,2.0,0.0,2903546.25,2903546.25,0.0
2,光輝歲月,44.0,44.0,0.0,98245.5,98245.5,0.0,11.0,11.0,0.0,527917.5,527917.5,0.0
3,管之友,87.0,87.0,0.0,49687.38,49687.38,0.0,20.0,20.0,0.0,290354.62,290354.62,0.0
4,風起雲湧,4.2,4.2,0.0,1029238.57,1029238.57,0.0,1.6,1.6,0.0,3629432.81,3629432.81,0.0
5,怪獸叉燒,35.0,35.0,0.0,123508.63,123508.63,0.0,9.3,9.3,0.0,624418.55,624418.55,0.0
6,十力,47.0,47.0,0.0,91974.51,91974.51,0.0,9.3,9.3,0.0,624418.55,624418.55,0.0
7,閃耀威龍,36.0,36.0,0.0,120077.83,120077.83,0.0,12.0,12.0,0.0,483924.37,483924.37,0.0
8,香港精神,9.8,9.8,0.0,441102.24,441102.24,0.0,3.4,3.4,0.0,1707968.38,1707968.38,0.0
9,一鹿歡騰,30.0,30.0,0.0,144093.4,144093.4,0.0,8.8,8.8,0.0,659896.87,659896.87,0.0
10,大利好運,144.0,144.0,0.0,30019.46,30019.46,0.0,43.0,43.0,0.0,135048.66,135048.66,0.0
11,開心三多,15.0,15.0,0.0,288186.8,288186.8,0.0,5.8,5.8,0.0,1001222.84,1001222.84,0.0
12,古惑大師,5.5,5.5,0.0,785964.0,785964.0,0.0,1.6,1.6,0.0,3629432.81,3629432.81,0.0
13,捷足奔馳,50.0,50.0,0.0,86456.04,86456.04,0.0,12.0,12.0,0.0,483924.37,483924.37,0.0
14,樂矚心機,59.0,59.0,0.0,73267.83,73267.83,0.0,12.0,12.0,0.0,483924.37,483924.37,0.0
