horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,偵探傳奇,2.9,3.0,-0.03,8116641.31,5466915.02,2649726.29,1.4,1.4,0.0,12679653.05,8219875.12,4459777.93
3,錶之極光,3.3,3.5,-0.06,7132806.0,4685927.16,2446878.84,1.2,1.3,-0.08,14792928.56,8852173.21,5940755.35
11,天福,4.0,4.3,-0.07,5884564.95,3814126.76,2070438.19,1.5,1.7,-0.12,11834342.85,6769308.93,5065033.92
9,德心知遇,15.0,21.0,-0.29,1569217.32,780987.86,788229.46,3.4,4.8,-0.29,5221033.61,2397463.58,2823570.03
1,友愛心得,11.0,9.2,0.2,2139841.8,1782689.68,357152.12,2.9,2.5,0.16,6121211.82,4603130.07,1518081.75
7,八駿福昇,12.0,9.6,0.25,1961521.65,1708410.95,253110.7,3.0,2.5,0.2,5917171.42,4603130.07,1314041.35
8,電源之駒,33.0,31.0,0.06,713280.6,529056.29,184224.31,6.4,5.7,0.12,2773674.11,2018916.7,754757.41
10,美麗邂逅,69.0,59.0,0.17,341134.2,277978.73,63155.47,10.0,9.4,0.06,1775151.43,1224236.72,550914.71
4,勁先生,53.0,43.0,0.23,444118.11,381412.68,62705.43,9.5,8.8,0.08,1868580.45,1307707.41,560873.04
2,愛馬善,39.0,30.0,0.3,603545.12,546691.5,56853.62,6.7,5.4,0.24,2649479.74,2131078.74,518401.0
