日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2024-10-13,ST,grass,好/快,1600,099,03,禪勝輝煌,12,9,9,71.1,71.14,0.49,22.61,-0.64,93.75,-0.15,2,錶之銀河,遨遊氣泡,禪勝輝煌,希威森,班德禮,0,115,126
2024-11-03,ST,grass,好/快,1800,153,03,禪勝輝煌,12,9,7,83.21,83.77,0.17,23.04,-0.46,106.81,-0.29,6,安騁,當年情,禪勝輝煌,何澤堯,班德禮,0,121,126
2024-11-17,ST,grass,好,1600,189,02,禪勝輝煌,12,9,2,70.05,70.21,-0.44,22.73,-0.52,92.94,-0.96,4,遨遊氣泡,禪勝輝煌,錶之銀河,田泰安,班德禮,0,123,126
2024-12-08,ST,grass,好,1600,246,06,禪勝輝煌,12,9,1,70.3,70.58,-0.07,23.08,-0.17,93.66,-0.24,6,遨遊氣泡,神志勇進,美麗同享,田泰安,班德禮,0,126,126
2025-01-19,ST,grass,好/快,1600,363,06,禪勝輝煌,12,9,6,71.34,71.62,0.97,22.66,-0.59,94.28,0.38,5,遨遊氣泡,錶之銀河,紅運帝王,何澤堯,班德禮,0,126,126
2025-01-31,ST,grass,好,1800,390,01,禪勝輝煌,12,9,9,83.3,83.46,-0.14,23.21,-0.29,106.67,-0.43,3,禪勝輝煌,又龍串鳳,安騁,布文,班德禮,0,130,126
2025-02-23,ST,grass,好,2000,453,03,禪勝輝煌,12,9,7,97.31,97.31,0.36,24.09,0.54,121.4,0.9,1,遨遊氣泡,安騁,禪勝輝煌,布文,班德禮,0,126,126
2025-03-30,ST,grass,好,1600,547,09,禪勝輝煌,12,9,7,70.76,71.32,0.67,23.5,0.25,94.82,0.92,4,直線力山,錶之銀河,智取神駒,布文,班德禮,0,123,126
2025-04-27,ST,grass,好,1600,626,08,禪勝輝煌,12,9,9,70.21,71.21,0.56,22.55,-0.7,93.76,-0.14,11,紅運帝王,遨遊氣泡,陽光勇士,莫雷拉,班德禮,0,126,126
2025-05-31,ST,grass,好,1600,722,02,禪勝輝煌,12,9,10,71.33,71.41,0.76,22.52,-0.73,93.93,0.03,2,和平波,禪勝輝煌,永遠美麗,霍宏聲,班德禮,0,131,126
2025-06-22,ST,grass,好,1800,774,06,禪勝輝煌,12,9,12,84.39,84.55,0.95,22.89,-0.61,107.44,0.34,4,美麗同享,百賀飛駒,有目共賞,霍宏聲,班德禮,0,133,126
2025-07-13,ST,grass,好/快,1600,835,06,禪勝輝煌,12,9,5,70.17,70.93,0.03,22.8,-0.35,93.73,-0.32,4,有目共賞,越駿歡欣,美麗同享,霍宏聲,班德禮,1,133,126
2025-11-09,ST,grass,好,1800,166,12,禪勝輝煌,12,9,1,82.79,84.07,0.47,25.27,1.77,109.34,2.24,7,安遇,越駿歡欣,智取神駒,周俊樂,班德禮,0,132,126
2025-11-23,ST,grass,好/快,1600,204,07,禪勝輝煌,12,9,9,69.25,70.01,-0.64,23.5,0.25,93.51,-0.39,9,錶之銀河,陽光勇士,越駿歡欣,周俊樂,班德禮,0,123,126
2025-12-14,ST,grass,好,2000,261,06,禪勝輝煌,12,9,6,99.87,99.91,2.96,23.33,-0.22,123.24,2.74,1,浪漫勇士,寶徠歌劇,健身心,紀仁安,班德禮,0,126,126
2026-01-14,HV,grass,好,1800,351,07,禪勝輝煌,12,9,1,83.99,84.35,-0.45,24.1,-0.05,108.45,-0.5,2,勁速威龍,大浪圖田,喜蓮勇感,紀仁安,班德禮,0,131,126
2026-02-08,ST,grass,好,1800,421,05,禪勝輝煌,12,9,5,83.0,83.2,-0.4,23.57,0.07,106.77,-0.33,2,數字天文,勁速威龍,安遇,潘頓,班德禮,0,132,126
2026-04-06,ST,grass,好,1600,582,06,禪勝輝煌,12,9,1,71.6,71.6,0.95,22.6,-0.65,94.2,0.3,1,金鑽貴人,祝願,遨遊氣泡,奧爾民,班德禮,0,123,126
