日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2025-03-30,ST,grass,好,1600,547,07,陽光勇士,11,3,3,70.76,71.52,0.87,23.13,-0.12,94.65,0.75,8,直線力山,錶之銀河,智取神駒,周俊樂,布浩榮,0,123,126
2025-04-27,ST,grass,好,1600,626,03,陽光勇士,11,3,6,70.21,70.93,0.28,22.36,-0.89,93.29,-0.61,10,紅運帝王,遨遊氣泡,陽光勇士,蘇銘倫,布浩榮,0,126,126
2025-05-31,ST,grass,好,1600,722,04,陽光勇士,11,3,7,71.33,71.81,1.16,22.3,-0.95,94.11,0.21,8,和平波,禪勝輝煌,永遠美麗,班德禮,布浩榮,0,124,126
2025-09-28,ST,grass,好/快,1400,052,11,陽光勇士,11,3,9,58.24,58.76,0.51,22.52,-0.33,81.28,0.18,11,祝願,合夥奔馳,越駿歡欣,奧爾民,布浩榮,0,132,126
2025-11-09,ST,grass,好,1800,166,04,陽光勇士,11,3,2,82.79,84.15,0.55,23.47,-0.03,107.62,0.52,10,安遇,越駿歡欣,智取神駒,杜苑欣,布浩榮,0,126,126
2025-11-23,ST,grass,好/快,1600,204,02,陽光勇士,11,3,13,69.25,69.93,-0.72,23.03,-0.22,92.96,-0.94,12,錶之銀河,陽光勇士,越駿歡欣,杜苑欣,布浩榮,0,123,126
2025-12-14,ST,grass,好,1600,260,13,陽光勇士,11,3,3,69.99,70.47,-0.18,25.5,2.25,95.97,2.07,8,遨遊氣泡,神志勇進,紅運帝王,蘇銘倫,布浩榮,0,126,126
2026-01-25,ST,grass,好/快,1600,381,04,陽光勇士,11,3,9,69.95,70.19,-0.46,22.99,-0.26,93.18,-0.72,9,浪漫勇士,金鑽貴人,遨遊氣泡,何澤堯,布浩榮,0,126,126
2026-02-22,ST,grass,好,1400,462,07,陽光勇士,11,3,10,57.69,58.37,0.12,22.06,-0.79,80.43,-0.67,9,嘉應高昇,驕陽明駒,金鑽貴人,何澤堯,布浩榮,0,126,126
2026-04-06,ST,grass,好,1600,582,08,陽光勇士,11,3,8,71.6,72.32,1.67,21.91,-1.34,94.23,0.33,12,金鑽貴人,祝願,遨遊氣泡,何澤堯,布浩榮,0,123,126
