日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2024-12-15,ST,grass,好,1600,268,02,百賀飛駒,9,14,4,70.88,71.32,0.42,22.75,-1.05,94.07,-0.63,9,米奇,百賀飛駒,包裝明駒,何澤堯,韋紀力,3,135,126
2025-04-27,ST,grass,好,2000,627,05,百賀飛駒,9,14,8,97.32,97.32,0.37,23.66,0.11,120.98,0.48,2,鍵琴高奏,先見,奇力駒,韋紀力,韋紀力,0,126,126
2025-05-25,ST,grass,好,2400,704,03,百賀飛駒,9,14,7,122.96,123.36,0.11,23.94,0.19,147.3,0.3,3,遨遊氣泡,球星,百賀飛駒,韋紀力,韋紀力,0,126,126
2025-06-22,ST,grass,好,1800,774,02,百賀飛駒,9,14,9,84.39,84.63,1.03,22.46,-1.04,107.09,-0.01,8,美麗同享,百賀飛駒,有目共賞,布文,韋紀力,0,126,126
2025-10-19,ST,grass,好/快,1600,110,08,百賀飛駒,9,14,3,69.17,69.69,-0.96,23.53,0.28,93.22,-0.68,7,祝願,合夥奔馳,美麗同享,楊明綸,韋紀力,0,115,126
2026-04-06,ST,grass,好,1600,582,07,百賀飛駒,9,14,5,71.6,72.36,1.71,21.86,-1.39,94.22,0.32,9,金鑽貴人,祝願,遨遊氣泡,巴度,韋紀力,0,123,126
