日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2024-12-29,ST,grass,好,1400,300,02,紫荊拼搏,10,3,13,58.62,59.02,0.42,23.1,-0.3,82.12,0.12,6,安泰,紫荊拼搏,滿心星,艾兆禮,班德禮,4,127,124
2025-02-23,ST,grass,好,1400,447,08,紫荊拼搏,10,3,1,58.4,58.4,-0.2,24.01,0.61,82.41,0.41,6,始終如一,勁沙塵,超旺財,艾兆禮,班德禮,4,128,124
2025-04-06,ST,grass,好,1400,569,03,紫荊拼搏,10,3,8,57.86,58.82,0.22,23.02,-0.38,81.84,-0.16,12,紅衣醒目,準輝煌,紫荊拼搏,希威森,班德禮,4,130,124
2025-05-04,ST,grass,好/快,1400,645,02,紫荊拼搏,10,3,4,58.71,59.11,0.51,22.65,-0.75,81.76,-0.24,11,嘉應巨昇,紫荊拼搏,多彩多姿,潘頓,班德禮,4,130,124
2025-05-25,ST,grass,好,1400,703,01,紫荊拼搏,10,3,2,58.18,58.58,-0.02,22.92,-0.48,81.5,-0.5,11,紫荊拼搏,勁沙塵,銳一,潘頓,班德禮,4,132,124
2025-06-22,ST,grass,好,1400,777,06,紫荊拼搏,10,3,2,57.8,58.36,-0.14,23.18,0.03,81.54,-0.11,11,非凡豪傑,綠野飛馳,一定超,潘頓,班德禮,3,121,124
2025-10-01,ST,grass,好/快,1400,065,06,紫荊拼搏,10,3,13,58.13,58.93,0.43,22.47,-0.68,81.4,-0.25,13,勁沙塵,銀亮奔騰,喜尊龍,艾兆禮,班德禮,3,119,124
2026-02-08,ST,grass,好,1400,423,05,紫荊拼搏,10,3,6,58.21,58.89,0.39,23.0,-0.15,81.89,0.24,6,會當凌,嘉應奇兵,至尊高超,紀仁安,班德禮,3,118,124
2026-02-22,ST,grass,好,1600,464,06,紫荊拼搏,10,3,11,71.75,72.27,1.37,22.44,-1.36,94.71,0.01,11,泰力,超勁赤兔,開心勇駒,梁家俊,班德禮,3,120,124
2026-03-08,ST,grass,好,1600,503,07,紫荊拼搏,10,3,3,71.95,72.39,1.49,22.69,-1.11,95.08,0.38,5,安都,榮駿大道,超勁赤兔,班德禮,班德禮,3,117,124
2026-03-22,ST,grass,好/快,1800,542,01,紫荊拼搏,10,3,2,84.15,84.55,1.05,22.24,-1.76,106.79,-0.71,6,紫荊拼搏,榮駿大道,發財先鋒,班德禮,班德禮,3,116,124
