馬匹編號,馬名,平均比標準時間
3,祥勝將軍,-0.46
4,凝妙星,-0.31
5,蜜蜜送,-0.21
1,盈益善,0.01
12,竣誠駒,0.2
11,君智盛,0.2
6,愛心波,0.35
2,大千氣象,0.42
10,寶成智星,0.5
8,獎星,0.65
7,一支箭,1.23
9,龍船快,1.44
