馬匹編號,馬名,平均比標準時間
3,電訊驕陽,-0.08
11,極速之子,-0.06
10,龍又生,-0.04
8,華美之威,0.13
4,至旺財,0.13
6,始終如一,0.21
12,勁爽,0.24
5,天比高,0.75
7,神駒馬靈,0.96
2,幸運福星,0.99
9,常多笑,1.14
1,榮耀盛甲,1.27
