馬匹編號,馬名,平均比標準時間
9,森林之王,0.08
7,創科群英,0.08
4,凡凡有餘,0.08
11,風繼續吹,0.29
8,贏玥,0.32
6,唯美主義,0.44
2,穿甲金鷹,0.51
1,勁進駒,0.56
5,赤風驪,0.82
3,顏色的顏,1.23
12,星鑽貴人,1.4
10,活得健康,1.66
