馬匹編號,馬名,平均比標準時間
3,幸運星球,-0.1
10,團結勇士,0.02
9,東來欣賞,0.02
12,當家精彩,0.03
7,志滿同行,0.1
11,勇霸龍,0.2
8,電源之駒,0.26
4,金牌活力,0.62
5,我做到,0.66
1,真心傳奇,0.68
6,關鍵所在,0.84
2,鑽石星空,0.94
