馬匹編號,馬名,完成時間
5,彩虹七色,69.83
11,猛將兄,70.05
2,新力飆,70.11
10,多多開心,70.19
1,勝多多,70.3
9,風火猴王,70.42
6,富心星,70.45
4,良駒好友,70.5
12,過關勇士,70.55
