馬匹編號,馬名,平均比標準時間
2,巴閉王,0.4
3,川河石駒,0.52
5,超霸勝,0.64
4,三強,0.66
9,有盈勇士,0.76
6,神異金剛,0.78
10,明月清風,0.84
1,凱皇寶,0.88
12,環球英雄,0.97
8,順成之星,1.19
11,駿皇逸,1.6
