馬匹編號,馬名,平均比標準時間
12,爆得美麗,-0.2
1,勁沙塵,-0.16
11,魅力知耀,-0.12
9,翠兒威威,0.13
3,做好自己,0.17
6,將義,0.19
2,優才,0.19
4,飛輪步,0.32
8,友贏威馳,0.59
7,紫辰之星,0.64
5,爆笑,0.7
10,時時開心,0.94
