horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,維港激流,11.0,11.0,0.0,2269491.52,2269491.52,0.0,2.4,2.4,0.0,8983204.66,8983204.66,0.0
2,踏雪尋梅,2.6,2.6,0.0,9601694.91,9601694.91,0.0,1.3,1.3,0.0,16584377.83,16584377.83,0.0
3,日馳千里,8.3,8.3,0.0,3007759.85,3007759.85,0.0,2.5,2.5,0.0,8623876.47,8623876.47,0.0
4,星威心得,126.0,126.0,0.0,198130.21,198130.21,0.0,28.0,28.0,0.0,769988.97,769988.97,0.0
5,至合拍,14.0,14.0,0.0,1783171.91,1783171.91,0.0,3.7,3.7,0.0,5826943.56,5826943.56,0.0
6,大才,12.0,12.0,0.0,2080367.23,2080367.23,0.0,2.8,2.8,0.0,7699889.71,7699889.71,0.0
7,頑童,80.0,80.0,0.0,312055.08,312055.08,0.0,15.0,15.0,0.0,1437312.74,1437312.74,0.0
8,星辰千帥,3.7,3.7,0.0,6747136.97,6747136.97,0.0,1.4,1.4,0.0,15399779.41,15399779.41,0.0
9,天下寵兒,14.0,14.0,0.0,1783171.91,1783171.91,0.0,3.8,3.8,0.0,5673602.94,5673602.94,0.0
10,加州得力,18.0,18.0,0.0,1386911.49,1386911.49,0.0,4.8,4.8,0.0,4491602.33,4491602.33,0.0
11,妙玲瓏,85.0,85.0,0.0,293698.9,293698.9,0.0,18.0,18.0,0.0,1197760.62,1197760.62,0.0
12,幽默大師,24.0,24.0,0.0,1040183.62,1040183.62,0.0,6.4,6.4,0.0,3368701.75,3368701.75,0.0
