horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
7,幸運同行,3.6,3.6,0.0,1540189.98,1058479.58,481710.4,1.7,1.7,0.0,2705387.56,1823062.19,882325.37
4,夢照發,5.8,6.1,-0.05,955979.99,624676.48,331303.51,1.8,1.8,0.0,2555088.25,1721780.96,833307.29
2,管之友,6.4,7.1,-0.1,866356.86,536693.87,329662.99,2.2,2.4,-0.08,2090526.75,1291335.72,799191.03
9,開心三多,7.2,7.0,0.03,770094.99,544360.93,225734.06,2.4,2.3,0.04,1916316.19,1347480.75,568835.44
6,香港精神,10.0,10.0,0.0,554468.39,381052.65,173415.74,2.9,3.0,-0.03,1585916.84,1033068.57,552848.27
1,富喜來,14.0,14.0,0.0,396048.85,272180.46,123868.39,4.9,4.9,0.0,938603.85,632490.96,306112.89
5,古惑大師,12.0,11.0,0.09,462056.99,346411.5,115645.49,3.9,3.8,0.03,1179271.5,815580.45,363691.05
8,捷足奔馳,16.0,16.0,0.0,346542.75,238157.91,108384.84,4.9,4.6,0.07,938603.85,673740.38,264863.47
11,永勝金駒,18.0,17.0,0.06,308038.0,224148.62,83889.38,5.0,5.0,0.0,919831.77,619841.15,299990.62
10,皇金風速,20.0,19.0,0.05,277234.2,200554.03,76680.17,5.4,5.1,0.06,851696.08,607687.4,244008.68
3,架勢奇爸,26.0,24.0,0.08,213257.07,158771.94,54485.13,6.8,6.7,0.01,676346.89,462568.02,213778.87
12,同寶寶,36.0,34.0,0.06,154019.0,112074.31,41944.69,8.3,8.3,0.0,554115.52,373398.28,180717.24
