馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,軟,1200,756,15/06/2024,03,維港激流,2,4,1,47.37,47.69,47.69,23.77,-45.23,71.46,2.46,3 4 3,龍之輝,駿奕快車,維港激流,周俊樂,周俊樂 (-2),3,120,133
ST,grass,好/快,1200,811,06/07/2024,12,維港激流,2,4,10,45.86,46.94,46.94,22.99,-46.01,69.93,0.93,11 12 12,同祥和順,駿馬為伍,旭日昇,艾兆禮,周俊樂 (-2),3,120,133
HV,grass,好/快,1200,108,16/10/2024,07,維港激流,2,4,3,46.12,47.04,47.04,23.48,-46.12,70.52,0.92,12 12 7,勇敢巨星,多利彩駒,添開心,田泰安,周俊樂 (-2),3,121,133
ST,grass,好/快,1200,428,16/02/2025,12,維港激流,2,4,7,45.94,46.38,46.38,23.99,-45.36,70.37,1.02,5 6 12,嘉應勇士,喜尊龍,激光諜影,布文,周俊樂 (-2),4,134,133
ST,grass,好,1200,545,30/03/2025,09,維港激流,2,4,8,46.76,47.44,47.44,22.97,-46.38,70.41,1.06,6 9 9,寶進,天下寵兒,快活英雄,周俊樂,周俊樂 (-2),4,129,133
HV,grass,好,1200,613,23/04/2025,08,維港激流,2,4,12,46.65,47.01,47.01,23.36,-46.54,70.37,0.47,7 5 8,旌鷹,電訊驕陽,運來伍寶,希威森,周俊樂 (-2),4,130,133
HV,grass,好/快,1200,673,14/05/2025,07,維港激流,2,4,10,47.03,47.99,47.99,22.82,-47.08,70.81,0.91,12 11 7,蓮冠皇,喜旺駒,運來伍寶,班德禮,周俊樂 (-2),4,127,133
HV,grass,好/快,1200,750,11/06/2025,02,維港激流,2,4,6,47.38,48.06,48.06,22.41,-47.49,70.47,0.57,8 9 2,喜勝駿駒,維港激流,駿馬之星,黃智弘,周俊樂 (-2),4,122,133
HV,grass,好/快,1200,780,25/06/2025,07,維港激流,2,4,11,46.46,47.5,47.5,22.44,-47.46,69.94,0.04,12 10 7,縱橫天下,中環精英,紅錢到,霍宏聲,周俊樂 (-2),4,127,133
HV,grass,好/快,1200,821,09/07/2025,01,維港激流,2,4,8,45.86,46.54,46.54,22.9,-47.0,69.44,-0.46,9 9 1,維港激流,智勝攻略,獵寶勤,周俊樂,周俊樂 (-2),4,125,133
HV,grass,好/快,1200,847,16/07/2025,03,維港激流,2,4,12,45.43,46.03,46.03,23.19,-46.41,69.22,-0.38,9 8 3,至尊瑰寶,勇霸龍,維港激流,賀銘年,周俊樂 (-2),3,119,133
HV,grass,好,1200,018,10/09/2025,06,維港激流,2,4,11,46.29,47.09,47.09,23.43,-46.17,70.52,0.92,12 12 6,勇霸龍,至尊瑰寶,佛亮老撾,周俊樂,周俊樂 (-2),3,119,133
HV,grass,好/快,1650,032,17/09/2025,06,維港激流,2,4,6,76.79,77.59,5.64,22.77,-5.18,100.36,0.46,8 8 7 6,黑桃火箭,久久為攻,暴風之子,田泰安,周俊樂 (-2),3,121,133
HV,grass,好/快,1200,084,08/10/2025,08,維港激流,2,4,4,46.03,46.51,46.51,23.08,-46.52,69.59,-0.01,8 6 8,家樂龍駒,天外迎天,樂勝天下,班德禮,周俊樂 (-2),3,119,133
HV,grass,好/快,1000,147,02/11/2025,11,維港激流,2,4,11,33.45,35.01,35.01,22.7,-33.95,57.71,1.06,12 12 11,人和家興,連連幸運,川河石駒,黃智弘,周俊樂 (-2),3,114,133
ST,grass,好,1000,182,15/11/2025,07,維港激流,2,4,8,33.77,34.61,34.61,22.85,-33.6,57.46,1.01,11 13 7,翠紅,會長之寶,飛來閃耀,楊明綸,周俊樂 (-2),3,116,133
HV,grass,好,1200,231,03/12/2025,03,維港激流,2,4,8,46.46,47.14,47.14,22.88,-47.02,70.02,0.12,10 10 3,團結戰靈,駿馬之寶,維港激流,紀仁安,周俊樂 (-2),4,135,133
HV,grass,好,1200,287,23/12/2025,06,維港激流,2,4,10,45.69,47.05,47.05,22.98,-46.92,70.03,0.13,11 10 6,鈁糖武士,踏雪尋梅,紅錢到,紀仁安,周俊樂 (-2),4,134,133
HV,grass,好,1200,330,07/01/2026,06,維港激流,2,4,7,46.19,47.63,47.63,22.73,-47.17,70.36,0.46,10 12 6,團結勇士,可靠大師,遨遊波士,紀仁安,周俊樂 (-2),4,132,133
