馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1200,165,11/11/2023,06,良駒好友,6,1,9,45.78,46.26,46.26,23.88,-45.12,70.14,1.14,6 7 6,綠族無限,美麗第一,營造組裝,周俊樂,何澤堯,3,120,129
ST,grass,好,1200,240,10/12/2023,09,良駒好友,6,1,4,45.81,46.53,46.53,23.65,-45.35,70.18,1.18,5 7 9,錶之銀河,星運少爵,美麗第一,周俊樂,何澤堯,3,121,129
ST,grass,好,1000,287,26/12/2023,06,良駒好友,6,1,2,33.53,34.29,34.29,22.75,-33.7,57.04,0.59,11 11 6,爵登,加州德至,英雄豪邁,楊明綸,何澤堯,3,121,129
ST,dirt,好,1200,366,24/01/2024,06,良駒好友,6,1,1,45.03,45.63,45.63,23.97,-44.98,69.6,0.65,5 3 6,佳尊三,伶俐驫駒,實力哥,黃智弘,何澤堯,4,125,129
ST,grass,好,1000,389,04/02/2024,09,良駒好友,6,1,5,34.28,34.68,34.68,23.45,-33.2,58.13,1.48,7 9 9,黑白,酷霸王,精彩勇士,周俊樂,何澤堯,4,131,129
HV,grass,好,1200,439,21/02/2024,07,良駒好友,6,1,7,46.5,47.46,47.46,23.14,-46.76,70.6,0.7,11 11 7,天足貓,晉神,千杯敬典,梁家俊,何澤堯,4,131,129
ST,grass,好,1200,508,16/03/2024,11,良駒好友,6,1,3,46.25,46.65,46.65,23.81,-45.54,70.46,1.11,6 6 11,快狠準,佳運發,新力,周俊樂,何澤堯,4,128,129
ST,dirt,好,1200,554,03/04/2024,07,良駒好友,6,1,2,45.96,46.4,46.4,23.75,-45.2,70.15,1.2,4 6 7,花果猴王,實力哥,機械騎士,艾道拿,何澤堯,4,129,129
ST,grass,好,1000,601,20/04/2024,11,良駒好友,6,1,5,33.54,33.98,33.98,22.78,-33.87,56.76,0.11,8 6 11,萬事快,紅逸舍,還看今朝,班德禮,何澤堯,4,124,129
ST,grass,好,1200,715,02/06/2024,04,良駒好友,6,1,3,46.67,46.87,46.87,22.81,-46.54,69.68,0.33,4 3 4,獎金大少,佳運發,水龍頭,梁家俊,何澤堯,4,125,129
HV,grass,好,1200,776,26/06/2024,04,良駒好友,6,1,7,46.66,46.86,46.86,23.29,-46.61,70.15,0.25,2 2 4,心想事成,精益大師,勇眼光,田泰安,何澤堯,4,124,129
HV,grass,好/快,1200,816,10/07/2024,05,良駒好友,6,1,8,46.61,46.89,46.89,23.46,-46.44,70.35,0.45,5 5 5,日馳千里,砂漿金剛,尋寶勇士,梁家俊,何澤堯,4,122,129
ST,grass,好/快,1400,023,15/09/2024,08,良駒好友,6,1,8,58.43,58.43,-10.12,23.84,10.39,82.27,0.27,1 1 1 8,添喜運,勁大威猛,快樂高球,梁家俊,何澤堯,4,118,129
ST,dirt,好,1200,058,28/09/2024,01,良駒好友,6,1,4,46.02,46.02,46.02,23.2,-45.75,69.22,0.27,2 1 1,良駒好友,酷霸王,宇宙動力,黃寶妮,何澤堯,4,109,129
ST,dirt,好,1200,126,23/10/2024,06,良駒好友,6,1,2,45.5,45.5,45.5,24.38,-44.57,69.88,0.93,1 1 6,機械騎士,郎善好施,澳華威威,黃寶妮,何澤堯,4,113,129
ST,dirt,好,1200,205,24/11/2024,12,良駒好友,6,1,12,45.64,46.12,46.12,23.89,-45.06,70.01,1.06,8 7 12,越野大師,有派頭,郎善好施,何澤堯,何澤堯,4,123,129
ST,dirt,好,1200,302,29/12/2024,01,良駒好友,6,1,1,45.98,45.98,45.98,23.06,-45.89,69.04,0.09,1 1 1,良駒好友,勁先生,越野大師,黃寶妮,何澤堯,4,114,129
ST,dirt,好,1200,339,12/01/2025,11,良駒好友,6,1,1,45.13,45.13,45.13,25.63,-43.32,70.76,1.81,3 1 11,皇龍飛將,星火燎原,贏得自然,黃智弘,何澤堯,4,124,129
ST,dirt,濕慢,1200,420,12/02/2025,05,良駒好友,6,1,9,46.22,46.42,46.42,25.09,-43.86,71.51,2.56,3 3 5,日日獎,五福星,火神神樂,艾兆禮,何澤堯,4,133,129
ST,dirt,好,1200,489,09/03/2025,09,良駒好友,6,1,7,45.47,46.75,46.75,23.43,-45.52,70.18,1.23,11 10 9,贏得自然,超加加,運來勇士,奧爾民,何澤堯,4,130,129
ST,dirt,好,1200,603,20/04/2025,06,良駒好友,6,1,5,45.27,45.63,45.63,24.32,-44.63,69.95,1.0,3 3 6,實力哥,天天耍樂,機械騎士,潘明輝,何澤堯,4,129,129
ST,grass,好/快,1200,683,18/05/2025,10,良駒好友,6,1,10,45.83,45.83,45.83,23.87,-45.48,69.7,0.35,1 1 10,火悟空,手到齊來,彩虹七色,黃寶妮,何澤堯,4,116,129
HV,grass,好/黏,1200,730,04/06/2025,09,良駒好友,6,1,10,46.44,47.2,47.2,24.33,-45.57,71.53,1.63,10 9 9,有鴻利,星火燎原,皇帝英明,周俊樂,何澤堯,4,124,129
HV,grass,好/快,1200,840,16/07/2025,04,良駒好友,6,1,5,45.83,46.91,46.91,22.41,-47.49,69.32,-0.58,10 10 4,仁仁有餘,紅錢到,東來欣賞,霍宏聲,何澤堯,4,123,129
ST,dirt,好,1200,021,14/09/2025,05,良駒好友,6,1,5,45.59,46.47,46.47,23.4,-45.55,69.87,0.92,8 7 5,熾烈神駒,日日獎,囍眼光,黃寶妮,何澤堯,4,116,129
ST,dirt,好,1200,048,28/09/2025,12,良駒好友,6,1,12,44.95,45.51,45.51,26.12,-42.83,71.63,2.68,1 2 12,天天耍樂,開心五月,日日獎,黃寶妮,何澤堯,4,119,129
HV,grass,好/快,1200,097,15/10/2025,03,良駒好友,6,1,5,45.96,46.6,46.6,23.1,-46.8,69.7,-0.2,7 7 3,舞林寶典,駿馬之寶,良駒好友,何澤堯,何澤堯,4,122,129
ST,dirt,好,1200,135,30/10/2025,04,良駒好友,6,1,6,45.94,46.7,46.7,24.1,-44.85,70.8,1.85,10 8 4,火神神樂,後無來者,劍無名,黃寶妮,何澤堯,4,115,129
ST,dirt,好,1200,241,07/12/2025,08,良駒好友,6,1,6,45.14,46.14,46.14,23.79,-45.16,69.93,0.98,7 9 8,大番薯,星火燎原,星光快驅,紀仁安,何澤堯,4,123,129
HV,grass,好,1200,290,23/12/2025,09,良駒好友,6,1,5,46.49,47.33,47.33,23.69,-46.21,71.02,1.12,6 10 9,佳運發,駿馬之寶,運來伍寶,杜苑欣,何澤堯,4,122,129
HV,grass,好,1200,328,07/01/2026,01,良駒好友,6,1,5,47.32,47.76,47.76,22.93,-46.97,70.69,0.79,4 5 1,良駒好友,巴閉哥,祥勝力駒,何澤堯,何澤堯,4,121,129
