馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好,1200,141,30/10/2024,03,決一劍,1,3,8,46.52,46.8,46.8,23.47,-46.43,70.27,0.37,3 3 3,添喜運,加州得力,決一劍,霍宏聲,布文,4,127,135
HV,grass,好,1200,216,27/11/2024,01,決一劍,1,3,7,46.16,46.24,46.24,23.76,-46.14,70.0,0.1,1 2 1,決一劍,至合拍,北地烈馬,霍宏聲,布文,4,128,135
HV,grass,好,1200,253,11/12/2024,10,決一劍,1,3,10,46.47,46.67,46.67,24.25,-45.65,70.92,1.02,3 3 10,囍眼光,綠族威,健康心靈,霍宏聲,布文,4,133,135
ST,grass,好,1400,341,12/01/2025,12,決一劍,1,3,3,58.53,59.01,-9.54,24.2,10.75,83.21,1.21,5 5 7 12,至尊高超,幸運芙蓉,衝上雲霄,霍宏聲,布文,4,134,135
HV,grass,好/快,1200,598,16/04/2025,01,決一劍,1,3,4,46.11,46.63,46.63,23.29,-46.61,69.92,0.02,5 6 1,決一劍,光輝所願,洛河,霍宏聲,布文,4,134,135
HV,grass,好,1200,658,07/05/2025,07,決一劍,1,3,11,45.92,46.72,46.72,23.63,-45.97,70.35,0.75,9 8 7,飲杯,安康萬里,無限美麗,艾兆禮,布文,3,119,135
HV,grass,好/黏,1200,733,04/06/2025,04,決一劍,1,3,9,46.03,47.19,47.19,23.56,-46.04,70.75,1.15,11 10 4,風雲武士,勇霸龍,日馳千里,巴度,布文,3,123,135
HV,grass,好/快,1200,755,11/06/2025,06,決一劍,1,3,6,45.86,46.58,46.58,23.15,-46.45,69.73,0.13,9 9 6,雪勇神駒,金牌活力,廚神,艾兆禮,布文,3,119,135
ST,dirt,濕慢,1200,092,12/10/2025,04,決一劍,1,3,11,45.24,45.24,45.24,24.09,-44.46,69.33,0.78,2 1 4,勁先生,熾烈神駒,日馳千里,蔡明紹,布文,3,118,135
ST,dirt,好,1200,139,30/10/2025,09,決一劍,1,3,9,45.57,46.49,46.49,23.91,-44.64,70.4,1.85,9 9 9,時尚風趣,肯佩斯,天天耍樂,希威森,布文,3,117,135
HV,grass,好/快,1200,211,26/11/2025,04,決一劍,1,3,10,46.36,46.52,46.52,23.75,-46.15,70.27,0.37,3 2 4,廚神,勇威神駒,飛騰騅,霍宏聲,布文,4,135,135
HV,grass,好,1200,288,23/12/2025,06,決一劍,1,3,10,45.57,46.17,46.17,23.72,-46.18,69.89,-0.01,7 6 6,加州本事,寶成智好,心裡有數,霍宏聲,布文,4,135,135
HV,grass,好,1200,328,07/01/2026,06,決一劍,1,3,10,47.32,48.08,48.08,23.11,-46.79,71.19,1.29,10 12 6,良駒好友,巴閉哥,祥勝力駒,霍宏聲,布文,4,135,135
