馬匹編號,馬名,完成時間
9,精算特殊,106.71
2,一支箭,107.11
1,大千雄心,107.21
3,同益善,107.3
12,綻放的心,108.03
6,佰勝金龍,108.04
7,耀昌勝世,110.14
