horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,百威多贏,10.0,10.0,0.0,1932682.21,1932682.21,0.0,3.5,3.5,0.0,5560119.56,5560119.56,0.0
2,家傳之寶,144.0,144.0,0.0,134214.04,134214.04,0.0,30.0,30.0,0.0,648680.61,648680.61,0.0
3,綫路萬里,4.8,4.8,0.0,4026421.27,4026421.27,0.0,1.7,1.7,0.0,11447304.97,11447304.97,0.0
4,嵐臣,6.4,6.4,0.0,3019815.95,3019815.95,0.0,2.0,2.0,0.0,9730209.22,9730209.22,0.0
5,紫荊戰士,20.0,20.0,0.0,966341.1,966341.1,0.0,5.8,5.8,0.0,3355244.56,3355244.56,0.0
6,種得好,94.0,94.0,0.0,205604.49,205604.49,0.0,22.0,22.0,0.0,884564.47,884564.47,0.0
7,馬上盈,11.0,11.0,0.0,1756983.82,1756983.82,0.0,2.9,2.9,0.0,6710489.12,6710489.12,0.0
8,勁勇皇駒,34.0,34.0,0.0,568435.94,568435.94,0.0,8.2,8.2,0.0,2373221.76,2373221.76,0.0
9,天德神影,128.0,128.0,0.0,150990.8,150990.8,0.0,29.0,29.0,0.0,671048.91,671048.91,0.0
10,飛越晨曦,250.0,250.0,0.0,77307.29,77307.29,0.0,56.0,56.0,0.0,347507.47,347507.47,0.0
11,爆竹,10.0,10.0,0.0,1932682.21,1932682.21,0.0,2.5,2.5,0.0,7784167.38,7784167.38,0.0
12,勝在當下,9.6,9.6,0.0,2013210.63,2013210.63,0.0,2.9,2.9,0.0,6710489.12,6710489.12,0.0
13,競駿傳奇,68.0,68.0,0.0,284217.97,284217.97,0.0,13.0,13.0,0.0,1496955.27,1496955.27,0.0
14,增旺,2.9,2.9,0.0,6664421.41,6664421.41,0.0,1.4,1.4,0.0,13900298.89,13900298.89,0.0
